"Rank","Name","Country","D_Score","E_Score","Penalty","Score","Round","Date","Apparatus","Gender","Competition"
18,"Ashleigh Brennan","Australia",NA,NA,NA,14.166,"AAfinal",2012-08-02,"FX","m","Olympic Games"
18,"Ashleigh Brennan","Australia",NA,NA,NA,13.233,"AAfinal",2012-08-02,"VT","m","Olympic Games"
18,"Ashleigh Brennan","Australia",NA,NA,NA,13.533,"AAfinal",2012-08-02,"UB","m","Olympic Games"
18,"Ashleigh Brennan","Australia",NA,NA,NA,14.4,"AAfinal",2012-08-02,"BB","m","Olympic Games"
18,"Ashleigh Brennan","Australia",NA,NA,NA,55.332,"final",2012-08-02,"AA","m","Olympic Games"
19,"Carlotta Ferlito","Italy",NA,NA,NA,12.733,"AAfinal",2012-08-02,"FX","m","Olympic Games"
19,"Carlotta Ferlito","Italy",NA,NA,NA,14.166,"AAfinal",2012-08-02,"VT","m","Olympic Games"
19,"Carlotta Ferlito","Italy",NA,NA,NA,13.433,"AAfinal",2012-08-02,"UB","m","Olympic Games"
19,"Carlotta Ferlito","Italy",NA,NA,NA,14.766,"AAfinal",2012-08-02,"BB","m","Olympic Games"
19,"Carlotta Ferlito","Italy",NA,NA,NA,55.098,"final",2012-08-02,"AA","m","Olympic Games"
20,"Ana Sofía Gómez","Guatemala",NA,NA,NA,13.4,"AAfinal",2012-08-02,"FX","m","Olympic Games"
20,"Ana Sofía Gómez","Guatemala",NA,NA,NA,14.633,"AAfinal",2012-08-02,"VT","m","Olympic Games"
20,"Ana Sofía Gómez","Guatemala",NA,NA,NA,13.733,"AAfinal",2012-08-02,"UB","m","Olympic Games"
20,"Ana Sofía Gómez","Guatemala",NA,NA,NA,13.133,"AAfinal",2012-08-02,"BB","m","Olympic Games"
20,"Ana Sofía Gómez","Guatemala",NA,NA,NA,54.899,"final",2012-08-02,"AA","m","Olympic Games"
21,"Aurélie Malaussena","France",NA,NA,NA,11.5,"AAfinal",2012-08-02,"FX","m","Olympic Games"
21,"Aurélie Malaussena","France",NA,NA,NA,13.8,"AAfinal",2012-08-02,"VT","m","Olympic Games"
21,"Aurélie Malaussena","France",NA,NA,NA,12.8,"AAfinal",2012-08-02,"UB","m","Olympic Games"
21,"Aurélie Malaussena","France",NA,NA,NA,12.066,"AAfinal",2012-08-02,"BB","m","Olympic Games"
21,"Aurélie Malaussena","France",NA,NA,NA,50.166,"final",2012-08-02,"AA","m","Olympic Games"
22,"Hannah Whelan","United Kingdom",NA,NA,NA,14.133,"AAfinal",2012-08-02,"FX","m","Olympic Games"
22,"Hannah Whelan","United Kingdom",NA,NA,NA,0,"AAfinal",2012-08-02,"VT","m","Olympic Games"
22,"Hannah Whelan","United Kingdom",NA,NA,NA,14.166,"AAfinal",2012-08-02,"UB","m","Olympic Games"
22,"Hannah Whelan","United Kingdom",NA,NA,NA,13.7,"AAfinal",2012-08-02,"BB","m","Olympic Games"
22,"Hannah Whelan","United Kingdom",NA,NA,NA,41.999,"final",2012-08-02,"AA","m","Olympic Games"
1,"Oleg Verniaiev","Ukraine",NA,NA,NA,14.833,"AAqual",2016-08-10,"FX","m","Olympic Games"
1,"Oleg Verniaiev","Ukraine",NA,NA,NA,15.566,"AAqual",2016-08-10,"PH","m","Olympic Games"
1,"Oleg Verniaiev","Ukraine",NA,NA,NA,15.2,"AAqual",2016-08-10,"SR","m","Olympic Games"
1,"Oleg Verniaiev","Ukraine",NA,NA,NA,15.066,"AAqual",2016-08-10,"VT","m","Olympic Games"
1,"Oleg Verniaiev","Ukraine",NA,NA,NA,16.166,"AAqual",2016-08-10,"PB","m","Olympic Games"
1,"Oleg Verniaiev","Ukraine",NA,NA,NA,15.133,"AAqual",2016-08-10,"HB","m","Olympic Games"
1,"Oleg Verniaiev","Ukraine",NA,NA,NA,91.964,"qual",2016-08-10,"AA","m","Olympic Games"
2,"Kōhei Uchimura","Japan",NA,NA,NA,15.533,"AAqual",2016-08-10,"FX","m","Olympic Games"
2,"Kōhei Uchimura","Japan",NA,NA,NA,14.966,"AAqual",2016-08-10,"PH","m","Olympic Games"
2,"Kōhei Uchimura","Japan",NA,NA,NA,14.7,"AAqual",2016-08-10,"SR","m","Olympic Games"
2,"Kōhei Uchimura","Japan",NA,NA,NA,15.533,"AAqual",2016-08-10,"VT","m","Olympic Games"
2,"Kōhei Uchimura","Japan",NA,NA,NA,15.466,"AAqual",2016-08-10,"PB","m","Olympic Games"
2,"Kōhei Uchimura","Japan",NA,NA,NA,14.3,"AAqual",2016-08-10,"HB","m","Olympic Games"
2,"Kōhei Uchimura","Japan",NA,NA,NA,90.498,"qual",2016-08-10,"AA","m","Olympic Games"
3,"David Belyavskiy","Russia",NA,NA,NA,14.6,"AAqual",2016-08-10,"FX","m","Olympic Games"
3,"David Belyavskiy","Russia",NA,NA,NA,15.3,"AAqual",2016-08-10,"PH","m","Olympic Games"
3,"David Belyavskiy","Russia",NA,NA,NA,14.533,"AAqual",2016-08-10,"SR","m","Olympic Games"
3,"David Belyavskiy","Russia",NA,NA,NA,14.9,"AAqual",2016-08-10,"VT","m","Olympic Games"
3,"David Belyavskiy","Russia",NA,NA,NA,15.933,"AAqual",2016-08-10,"PB","m","Olympic Games"
3,"David Belyavskiy","Russia",NA,NA,NA,14.533,"AAqual",2016-08-10,"HB","m","Olympic Games"
3,"David Belyavskiy","Russia",NA,NA,NA,89.799,"qual",2016-08-10,"AA","m","Olympic Games"
4,"Deng Shudi","China",NA,NA,NA,15.033,"AAqual",2016-08-10,"FX","m","Olympic Games"
4,"Deng Shudi","China",NA,NA,NA,14.866,"AAqual",2016-08-10,"PH","m","Olympic Games"
4,"Deng Shudi","China",NA,NA,NA,14.3,"AAqual",2016-08-10,"SR","m","Olympic Games"
4,"Deng Shudi","China",NA,NA,NA,15.3,"AAqual",2016-08-10,"VT","m","Olympic Games"
4,"Deng Shudi","China",NA,NA,NA,15.8,"AAqual",2016-08-10,"PB","m","Olympic Games"
4,"Deng Shudi","China",NA,NA,NA,14.366,"AAqual",2016-08-10,"HB","m","Olympic Games"
4,"Deng Shudi","China",NA,NA,NA,89.665,"qual",2016-08-10,"AA","m","Olympic Games"
5,"Nile Wilson","Great Britain",NA,NA,NA,15.066,"AAqual",2016-08-10,"FX","m","Olympic Games"
5,"Nile Wilson","Great Britain",NA,NA,NA,14.133,"AAqual",2016-08-10,"PH","m","Olympic Games"
5,"Nile Wilson","Great Britain",NA,NA,NA,14.941,"AAqual",2016-08-10,"SR","m","Olympic Games"
5,"Nile Wilson","Great Britain",NA,NA,NA,14.7,"AAqual",2016-08-10,"VT","m","Olympic Games"
5,"Nile Wilson","Great Britain",NA,NA,NA,14.9,"AAqual",2016-08-10,"PB","m","Olympic Games"
5,"Nile Wilson","Great Britain",NA,NA,NA,15.5,"AAqual",2016-08-10,"HB","m","Olympic Games"
5,"Nile Wilson","Great Britain",NA,NA,NA,89.24,"qual",2016-08-10,"AA","m","Olympic Games"
6,"Ryōhei Katō","Japan",NA,NA,NA,15.033,"AAqual",2016-08-10,"FX","m","Olympic Games"
6,"Ryōhei Katō","Japan",NA,NA,NA,14.8,"AAqual",2016-08-10,"PH","m","Olympic Games"
6,"Ryōhei Katō","Japan",NA,NA,NA,13.996,"AAqual",2016-08-10,"SR","m","Olympic Games"
6,"Ryōhei Katō","Japan",NA,NA,NA,14.933,"AAqual",2016-08-10,"VT","m","Olympic Games"
6,"Ryōhei Katō","Japan",NA,NA,NA,15.5,"AAqual",2016-08-10,"PB","m","Olympic Games"
6,"Ryōhei Katō","Japan",NA,NA,NA,15,"AAqual",2016-08-10,"HB","m","Olympic Games"
6,"Ryōhei Katō","Japan",NA,NA,NA,89.232,"qual",2016-08-10,"AA","m","Olympic Games"
7,"Sam Mikulak","United States",NA,NA,NA,15.8,"AAqual",2016-08-10,"FX","m","Olympic Games"
7,"Sam Mikulak","United States",NA,NA,NA,13.1,"AAqual",2016-08-10,"PH","m","Olympic Games"
7,"Sam Mikulak","United States",NA,NA,NA,14.533,"AAqual",2016-08-10,"SR","m","Olympic Games"
7,"Sam Mikulak","United States",NA,NA,NA,15.1,"AAqual",2016-08-10,"VT","m","Olympic Games"
7,"Sam Mikulak","United States",NA,NA,NA,15.375,"AAqual",2016-08-10,"PB","m","Olympic Games"
7,"Sam Mikulak","United States",NA,NA,NA,15.133,"AAqual",2016-08-10,"HB","m","Olympic Games"
7,"Sam Mikulak","United States",NA,NA,NA,89.041,"qual",2016-08-10,"AA","m","Olympic Games"
8,"Sérgio Sasaki","Brazil",NA,NA,NA,14.9,"AAqual",2016-08-10,"FX","m","Olympic Games"
8,"Sérgio Sasaki","Brazil",NA,NA,NA,14.833,"AAqual",2016-08-10,"PH","m","Olympic Games"
8,"Sérgio Sasaki","Brazil",NA,NA,NA,14.133,"AAqual",2016-08-10,"SR","m","Olympic Games"
8,"Sérgio Sasaki","Brazil",NA,NA,NA,15.266,"AAqual",2016-08-10,"VT","m","Olympic Games"
8,"Sérgio Sasaki","Brazil",NA,NA,NA,14.933,"AAqual",2016-08-10,"PB","m","Olympic Games"
8,"Sérgio Sasaki","Brazil",NA,NA,NA,14.833,"AAqual",2016-08-10,"HB","m","Olympic Games"
8,"Sérgio Sasaki","Brazil",NA,NA,NA,88.898,"qual",2016-08-10,"AA","m","Olympic Games"
9,"Nikolai Kuksenkov","Russia",NA,NA,NA,14.666,"AAqual",2016-08-10,"FX","m","Olympic Games"
9,"Nikolai Kuksenkov","Russia",NA,NA,NA,15.383,"AAqual",2016-08-10,"PH","m","Olympic Games"
9,"Nikolai Kuksenkov","Russia",NA,NA,NA,14.333,"AAqual",2016-08-10,"SR","m","Olympic Games"
9,"Nikolai Kuksenkov","Russia",NA,NA,NA,14.9,"AAqual",2016-08-10,"VT","m","Olympic Games"
9,"Nikolai Kuksenkov","Russia",NA,NA,NA,15.366,"AAqual",2016-08-10,"PB","m","Olympic Games"
9,"Nikolai Kuksenkov","Russia",NA,NA,NA,14.1,"AAqual",2016-08-10,"HB","m","Olympic Games"
9,"Nikolai Kuksenkov","Russia",NA,NA,NA,88.848,"qual",2016-08-10,"AA","m","Olympic Games"
10,"Lin Chaopan","China",NA,NA,NA,13.666,"AAqual",2016-08-10,"FX","m","Olympic Games"
10,"Lin Chaopan","China",NA,NA,NA,15.033,"AAqual",2016-08-10,"PH","m","Olympic Games"
10,"Lin Chaopan","China",NA,NA,NA,14.133,"AAqual",2016-08-10,"SR","m","Olympic Games"
10,"Lin Chaopan","China",NA,NA,NA,15.233,"AAqual",2016-08-10,"VT","m","Olympic Games"
10,"Lin Chaopan","China",NA,NA,NA,15.7,"AAqual",2016-08-10,"PB","m","Olympic Games"
10,"Lin Chaopan","China",NA,NA,NA,14.866,"AAqual",2016-08-10,"HB","m","Olympic Games"
10,"Lin Chaopan","China",NA,NA,NA,88.631,"qual",2016-08-10,"AA","m","Olympic Games"
11,"Arthur Mariano","Brazil",NA,NA,NA,15.2,"AAqual",2016-08-10,"FX","m","Olympic Games"
11,"Arthur Mariano","Brazil",NA,NA,NA,14.433,"AAqual",2016-08-10,"PH","m","Olympic Games"
11,"Arthur Mariano","Brazil",NA,NA,NA,14.033,"AAqual",2016-08-10,"SR","m","Olympic Games"
11,"Arthur Mariano","Brazil",NA,NA,NA,15.1,"AAqual",2016-08-10,"VT","m","Olympic Games"
11,"Arthur Mariano","Brazil",NA,NA,NA,14.933,"AAqual",2016-08-10,"PB","m","Olympic Games"
11,"Arthur Mariano","Brazil",NA,NA,NA,14.766,"AAqual",2016-08-10,"HB","m","Olympic Games"
11,"Arthur Mariano","Brazil",NA,NA,NA,88.465,"qual",2016-08-10,"AA","m","Olympic Games"
12,"Max Whitlock","Great Britain",NA,NA,NA,15.5,"AAqual",2016-08-10,"FX","m","Olympic Games"
12,"Max Whitlock","Great Britain",NA,NA,NA,15.8,"AAqual",2016-08-10,"PH","m","Olympic Games"
12,"Max Whitlock","Great Britain",NA,NA,NA,14.6,"AAqual",2016-08-10,"SR","m","Olympic Games"
12,"Max Whitlock","Great Britain",NA,NA,NA,13.7,"AAqual",2016-08-10,"VT","m","Olympic Games"
12,"Max Whitlock","Great Britain",NA,NA,NA,15.066,"AAqual",2016-08-10,"PB","m","Olympic Games"
12,"Max Whitlock","Great Britain",NA,NA,NA,13.566,"AAqual",2016-08-10,"HB","m","Olympic Games"
12,"Max Whitlock","Great Britain",NA,NA,NA,88.232,"qual",2016-08-10,"AA","m","Olympic Games"
13,"Jossimar Calvo","Colombia",NA,NA,NA,14.175,"AAqual",2016-08-10,"FX","m","Olympic Games"
13,"Jossimar Calvo","Colombia",NA,NA,NA,15.033,"AAqual",2016-08-10,"PH","m","Olympic Games"
13,"Jossimar Calvo","Colombia",NA,NA,NA,14.166,"AAqual",2016-08-10,"SR","m","Olympic Games"
13,"Jossimar Calvo","Colombia",NA,NA,NA,13.766,"AAqual",2016-08-10,"VT","m","Olympic Games"
13,"Jossimar Calvo","Colombia",NA,NA,NA,15.4,"AAqual",2016-08-10,"PB","m","Olympic Games"
13,"Jossimar Calvo","Colombia",NA,NA,NA,14.966,"AAqual",2016-08-10,"HB","m","Olympic Games"
13,"Jossimar Calvo","Colombia",NA,NA,NA,87.506,"qual",2016-08-10,"AA","m","Olympic Games"
14,"Bart Deurloo","Netherlands",NA,NA,NA,14,"AAqual",2016-08-10,"FX","m","Olympic Games"
14,"Bart Deurloo","Netherlands",NA,NA,NA,14.2,"AAqual",2016-08-10,"PH","m","Olympic Games"
14,"Bart Deurloo","Netherlands",NA,NA,NA,14.266,"AAqual",2016-08-10,"SR","m","Olympic Games"
14,"Bart Deurloo","Netherlands",NA,NA,NA,14.858,"AAqual",2016-08-10,"VT","m","Olympic Games"
14,"Bart Deurloo","Netherlands",NA,NA,NA,14.566,"AAqual",2016-08-10,"PB","m","Olympic Games"
14,"Bart Deurloo","Netherlands",NA,NA,NA,15.1,"AAqual",2016-08-10,"HB","m","Olympic Games"
14,"Bart Deurloo","Netherlands",NA,NA,NA,86.99,"qual",2016-08-10,"AA","m","Olympic Games"
15,"Manrique Larduet","Cuba",NA,NA,NA,15.2,"AAqual",2016-08-10,"FX","m","Olympic Games"
15,"Manrique Larduet","Cuba",NA,NA,NA,13.866,"AAqual",2016-08-10,"PH","m","Olympic Games"
15,"Manrique Larduet","Cuba",NA,NA,NA,15.1,"AAqual",2016-08-10,"SR","m","Olympic Games"
15,"Manrique Larduet","Cuba",NA,NA,NA,11.766,"AAqual",2016-08-10,"VT","m","Olympic Games"
15,"Manrique Larduet","Cuba",NA,NA,NA,15.766,"AAqual",2016-08-10,"PB","m","Olympic Games"
15,"Manrique Larduet","Cuba",NA,NA,NA,15.116,"AAqual",2016-08-10,"HB","m","Olympic Games"
15,"Manrique Larduet","Cuba",NA,NA,NA,86.814,"qual",2016-08-10,"AA","m","Olympic Games"
16,"Andrey Likhovitskiy","Belarus",NA,NA,NA,14.2,"AAqual",2016-08-10,"FX","m","Olympic Games"
16,"Andrey Likhovitskiy","Belarus",NA,NA,NA,15.233,"AAqual",2016-08-10,"PH","m","Olympic Games"
16,"Andrey Likhovitskiy","Belarus",NA,NA,NA,13.866,"AAqual",2016-08-10,"SR","m","Olympic Games"
16,"Andrey Likhovitskiy","Belarus",NA,NA,NA,13.966,"AAqual",2016-08-10,"VT","m","Olympic Games"
16,"Andrey Likhovitskiy","Belarus",NA,NA,NA,14.9,"AAqual",2016-08-10,"PB","m","Olympic Games"
16,"Andrey Likhovitskiy","Belarus",NA,NA,NA,14.6,"AAqual",2016-08-10,"HB","m","Olympic Games"
16,"Andrey Likhovitskiy","Belarus",NA,NA,NA,86.765,"qual",2016-08-10,"AA","m","Olympic Games"
17,"Brinn Bevan","Great Britain",NA,NA,NA,14.233,"AAqual",2016-08-10,"FX","m","Olympic Games"
17,"Brinn Bevan","Great Britain",NA,NA,NA,14.733,"AAqual",2016-08-10,"PH","m","Olympic Games"
17,"Brinn Bevan","Great Britain",NA,NA,NA,14.333,"AAqual",2016-08-10,"SR","m","Olympic Games"
17,"Brinn Bevan","Great Britain",NA,NA,NA,14.133,"AAqual",2016-08-10,"VT","m","Olympic Games"
17,"Brinn Bevan","Great Britain",NA,NA,NA,14.966,"AAqual",2016-08-10,"PB","m","Olympic Games"
17,"Brinn Bevan","Great Britain",NA,NA,NA,14.366,"AAqual",2016-08-10,"HB","m","Olympic Games"
17,"Brinn Bevan","Great Britain",NA,NA,NA,86.764,"qual",2016-08-10,"AA","m","Olympic Games"
18,"Francisco Barretto Júnior","Brazil",NA,NA,NA,13.433,"AAqual",2016-08-10,"FX","m","Olympic Games"
18,"Francisco Barretto Júnior","Brazil",NA,NA,NA,14.533,"AAqual",2016-08-10,"PH","m","Olympic Games"
18,"Francisco Barretto Júnior","Brazil",NA,NA,NA,14.2,"AAqual",2016-08-10,"SR","m","Olympic Games"
18,"Francisco Barretto Júnior","Brazil",NA,NA,NA,14.2,"AAqual",2016-08-10,"VT","m","Olympic Games"
18,"Francisco Barretto Júnior","Brazil",NA,NA,NA,14.9,"AAqual",2016-08-10,"PB","m","Olympic Games"
18,"Francisco Barretto Júnior","Brazil",NA,NA,NA,15.266,"AAqual",2016-08-10,"HB","m","Olympic Games"
18,"Francisco Barretto Júnior","Brazil",NA,NA,NA,86.532,"qual",2016-08-10,"AA","m","Olympic Games"
19,"Chris Brooks","United States",NA,NA,NA,14.533,"AAqual",2016-08-10,"FX","m","Olympic Games"
19,"Chris Brooks","United States",NA,NA,NA,12.766,"AAqual",2016-08-10,"PH","m","Olympic Games"
19,"Chris Brooks","United States",NA,NA,NA,14.566,"AAqual",2016-08-10,"SR","m","Olympic Games"
19,"Chris Brooks","United States",NA,NA,NA,14.4,"AAqual",2016-08-10,"VT","m","Olympic Games"
19,"Chris Brooks","United States",NA,NA,NA,15.3,"AAqual",2016-08-10,"PB","m","Olympic Games"
19,"Chris Brooks","United States",NA,NA,NA,14.766,"AAqual",2016-08-10,"HB","m","Olympic Games"
19,"Chris Brooks","United States",NA,NA,NA,86.331,"qual",2016-08-10,"AA","m","Olympic Games"
20,"Oleg Stepko","Azerbaijan",NA,NA,NA,13.9,"AAqual",2016-08-10,"FX","m","Olympic Games"
20,"Oleg Stepko","Azerbaijan",NA,NA,NA,14.975,"AAqual",2016-08-10,"PH","m","Olympic Games"
20,"Oleg Stepko","Azerbaijan",NA,NA,NA,14.033,"AAqual",2016-08-10,"SR","m","Olympic Games"
20,"Oleg Stepko","Azerbaijan",NA,NA,NA,14.4,"AAqual",2016-08-10,"VT","m","Olympic Games"
20,"Oleg Stepko","Azerbaijan",NA,NA,NA,15.3,"AAqual",2016-08-10,"PB","m","Olympic Games"
20,"Oleg Stepko","Azerbaijan",NA,NA,NA,13.6,"AAqual",2016-08-10,"HB","m","Olympic Games"
20,"Oleg Stepko","Azerbaijan",NA,NA,NA,86.208,"qual",2016-08-10,"AA","m","Olympic Games"
21,"Pablo Brägger","Switzerland",NA,NA,NA,14.5,"AAqual",2016-08-10,"FX","m","Olympic Games"
21,"Pablo Brägger","Switzerland",NA,NA,NA,13.933,"AAqual",2016-08-10,"PH","m","Olympic Games"
21,"Pablo Brägger","Switzerland",NA,NA,NA,14.033,"AAqual",2016-08-10,"SR","m","Olympic Games"
21,"Pablo Brägger","Switzerland",NA,NA,NA,13.8,"AAqual",2016-08-10,"VT","m","Olympic Games"
21,"Pablo Brägger","Switzerland",NA,NA,NA,14.833,"AAqual",2016-08-10,"PB","m","Olympic Games"
21,"Pablo Brägger","Switzerland",NA,NA,NA,15.1,"AAqual",2016-08-10,"HB","m","Olympic Games"
21,"Pablo Brägger","Switzerland",NA,NA,NA,86.199,"qual",2016-08-10,"AA","m","Olympic Games"
22,"Marcel Nguyen","Germany",NA,NA,NA,14.5,"AAqual",2016-08-10,"FX","m","Olympic Games"
22,"Marcel Nguyen","Germany",NA,NA,NA,13.433,"AAqual",2016-08-10,"PH","m","Olympic Games"
22,"Marcel Nguyen","Germany",NA,NA,NA,14.733,"AAqual",2016-08-10,"SR","m","Olympic Games"
22,"Marcel Nguyen","Germany",NA,NA,NA,14.6,"AAqual",2016-08-10,"VT","m","Olympic Games"
22,"Marcel Nguyen","Germany",NA,NA,NA,15.466,"AAqual",2016-08-10,"PB","m","Olympic Games"
22,"Marcel Nguyen","Germany",NA,NA,NA,13.366,"AAqual",2016-08-10,"HB","m","Olympic Games"
22,"Marcel Nguyen","Germany",NA,NA,NA,86.098,"qual",2016-08-10,"AA","m","Olympic Games"
23,"Axel Augis","France",NA,NA,NA,14.033,"AAqual",2016-08-10,"FX","m","Olympic Games"
23,"Axel Augis","France",NA,NA,NA,14.5,"AAqual",2016-08-10,"PH","m","Olympic Games"
23,"Axel Augis","France",NA,NA,NA,14.333,"AAqual",2016-08-10,"SR","m","Olympic Games"
23,"Axel Augis","France",NA,NA,NA,13.166,"AAqual",2016-08-10,"VT","m","Olympic Games"
23,"Axel Augis","France",NA,NA,NA,15.3,"AAqual",2016-08-10,"PB","m","Olympic Games"
23,"Axel Augis","France",NA,NA,NA,14.7,"AAqual",2016-08-10,"HB","m","Olympic Games"
23,"Axel Augis","France",NA,NA,NA,86.032,"qual",2016-08-10,"AA","m","Olympic Games"
24,"Andreas Bretschneider","Germany",NA,NA,NA,14.8,"AAqual",2016-08-10,"FX","m","Olympic Games"
24,"Andreas Bretschneider","Germany",NA,NA,NA,13.641,"AAqual",2016-08-10,"PH","m","Olympic Games"
24,"Andreas Bretschneider","Germany",NA,NA,NA,14.158,"AAqual",2016-08-10,"SR","m","Olympic Games"
24,"Andreas Bretschneider","Germany",NA,NA,NA,14.633,"AAqual",2016-08-10,"VT","m","Olympic Games"
24,"Andreas Bretschneider","Germany",NA,NA,NA,14.833,"AAqual",2016-08-10,"PB","m","Olympic Games"
24,"Andreas Bretschneider","Germany",NA,NA,NA,13.633,"AAqual",2016-08-10,"HB","m","Olympic Games"
24,"Andreas Bretschneider","Germany",NA,NA,NA,85.698,"qual",2016-08-10,"AA","m","Olympic Games"
25,"Eddy Yusof","Switzerland",NA,NA,NA,15.033,"AAqual",2016-08-10,"FX","m","Olympic Games"
25,"Eddy Yusof","Switzerland",NA,NA,NA,14.133,"AAqual",2016-08-10,"PH","m","Olympic Games"
25,"Eddy Yusof","Switzerland",NA,NA,NA,14.533,"AAqual",2016-08-10,"SR","m","Olympic Games"
25,"Eddy Yusof","Switzerland",NA,NA,NA,15.2,"AAqual",2016-08-10,"VT","m","Olympic Games"
25,"Eddy Yusof","Switzerland",NA,NA,NA,13.3,"AAqual",2016-08-10,"PB","m","Olympic Games"
25,"Eddy Yusof","Switzerland",NA,NA,NA,13.166,"AAqual",2016-08-10,"HB","m","Olympic Games"
25,"Eddy Yusof","Switzerland",NA,NA,NA,85.365,"qual",2016-08-10,"AA","m","Olympic Games"
26,"Marios Georgiou","Cyprus",NA,NA,NA,13.566,"AAqual",2016-08-10,"FX","m","Olympic Games"
26,"Marios Georgiou","Cyprus",NA,NA,NA,14.066,"AAqual",2016-08-10,"PH","m","Olympic Games"
26,"Marios Georgiou","Cyprus",NA,NA,NA,13.366,"AAqual",2016-08-10,"SR","m","Olympic Games"
26,"Marios Georgiou","Cyprus",NA,NA,NA,14.733,"AAqual",2016-08-10,"VT","m","Olympic Games"
26,"Marios Georgiou","Cyprus",NA,NA,NA,14.858,"AAqual",2016-08-10,"PB","m","Olympic Games"
26,"Marios Georgiou","Cyprus",NA,NA,NA,14.7,"AAqual",2016-08-10,"HB","m","Olympic Games"
26,"Marios Georgiou","Cyprus",NA,NA,NA,85.289,"qual",2016-08-10,"AA","m","Olympic Games"
27,"Park Min-soo","South Korea",NA,NA,NA,13.4,"AAqual",2016-08-10,"FX","m","Olympic Games"
27,"Park Min-soo","South Korea",NA,NA,NA,13.6,"AAqual",2016-08-10,"PH","m","Olympic Games"
27,"Park Min-soo","South Korea",NA,NA,NA,14.4,"AAqual",2016-08-10,"SR","m","Olympic Games"
27,"Park Min-soo","South Korea",NA,NA,NA,14.033,"AAqual",2016-08-10,"VT","m","Olympic Games"
27,"Park Min-soo","South Korea",NA,NA,NA,15.033,"AAqual",2016-08-10,"PB","m","Olympic Games"
27,"Park Min-soo","South Korea",NA,NA,NA,14.8,"AAqual",2016-08-10,"HB","m","Olympic Games"
27,"Park Min-soo","South Korea",NA,NA,NA,85.266,"qual",2016-08-10,"AA","m","Olympic Games"
28,"Nikita Nagornyy","Russia",NA,NA,NA,14.066,"AAqual",2016-08-10,"FX","m","Olympic Games"
28,"Nikita Nagornyy","Russia",NA,NA,NA,14.541,"AAqual",2016-08-10,"PH","m","Olympic Games"
28,"Nikita Nagornyy","Russia",NA,NA,NA,14.9,"AAqual",2016-08-10,"SR","m","Olympic Games"
28,"Nikita Nagornyy","Russia",NA,NA,NA,15.266,"AAqual",2016-08-10,"VT","m","Olympic Games"
28,"Nikita Nagornyy","Russia",NA,NA,NA,13.133,"AAqual",2016-08-10,"PB","m","Olympic Games"
28,"Nikita Nagornyy","Russia",NA,NA,NA,12.733,"AAqual",2016-08-10,"HB","m","Olympic Games"
28,"Nikita Nagornyy","Russia",NA,NA,NA,84.639,"qual",2016-08-10,"AA","m","Olympic Games"
29,"Julien Gobaux","France",NA,NA,NA,13.066,"AAqual",2016-08-10,"FX","m","Olympic Games"
29,"Julien Gobaux","France",NA,NA,NA,14.233,"AAqual",2016-08-10,"PH","m","Olympic Games"
29,"Julien Gobaux","France",NA,NA,NA,14.5,"AAqual",2016-08-10,"SR","m","Olympic Games"
29,"Julien Gobaux","France",NA,NA,NA,13.7,"AAqual",2016-08-10,"VT","m","Olympic Games"
29,"Julien Gobaux","France",NA,NA,NA,14.766,"AAqual",2016-08-10,"PB","m","Olympic Games"
29,"Julien Gobaux","France",NA,NA,NA,14.3,"AAqual",2016-08-10,"HB","m","Olympic Games"
29,"Julien Gobaux","France",NA,NA,NA,84.565,"qual",2016-08-10,"AA","m","Olympic Games"
30,"Oliver Hegi","Switzerland",NA,NA,NA,13.966,"AAqual",2016-08-10,"FX","m","Olympic Games"
30,"Oliver Hegi","Switzerland",NA,NA,NA,14.066,"AAqual",2016-08-10,"PH","m","Olympic Games"
30,"Oliver Hegi","Switzerland",NA,NA,NA,14.2,"AAqual",2016-08-10,"SR","m","Olympic Games"
30,"Oliver Hegi","Switzerland",NA,NA,NA,14.5,"AAqual",2016-08-10,"VT","m","Olympic Games"
30,"Oliver Hegi","Switzerland",NA,NA,NA,14.333,"AAqual",2016-08-10,"PB","m","Olympic Games"
30,"Oliver Hegi","Switzerland",NA,NA,NA,13.366,"AAqual",2016-08-10,"HB","m","Olympic Games"
30,"Oliver Hegi","Switzerland",NA,NA,NA,84.431,"qual",2016-08-10,"AA","m","Olympic Games"
31,"Néstor Abad","Spain",NA,NA,NA,14.033,"AAqual",2016-08-10,"FX","m","Olympic Games"
31,"Néstor Abad","Spain",NA,NA,NA,13.4,"AAqual",2016-08-10,"PH","m","Olympic Games"
31,"Néstor Abad","Spain",NA,NA,NA,14.333,"AAqual",2016-08-10,"SR","m","Olympic Games"
31,"Néstor Abad","Spain",NA,NA,NA,14.9,"AAqual",2016-08-10,"VT","m","Olympic Games"
31,"Néstor Abad","Spain",NA,NA,NA,12.966,"AAqual",2016-08-10,"PB","m","Olympic Games"
31,"Néstor Abad","Spain",NA,NA,NA,14.766,"AAqual",2016-08-10,"HB","m","Olympic Games"
31,"Néstor Abad","Spain",NA,NA,NA,84.398,"qual",2016-08-10,"AA","m","Olympic Games"
32,"Stian Skjerahaug","Norway",NA,NA,NA,14.166,"AAqual",2016-08-10,"FX","m","Olympic Games"
32,"Stian Skjerahaug","Norway",NA,NA,NA,14.233,"AAqual",2016-08-10,"PH","m","Olympic Games"
