"Name","Country","Apparatus","Score","Rank","Gender","Competition","Round","Date"
"Shane Wiskus","United States","FX",13.466,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Shane Wiskus","United States","SR",14.166,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Shane Wiskus","United States","PB",14.7,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Shane Wiskus","United States","UB",14,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Switzerland","Switzerland","FX",42.066,5,"m","Olympic Games","TeamFinal",2020-08-01
"Switzerland","Switzerland","PH",41.099,6,"m","Olympic Games","TeamFinal",2020-08-01
"Switzerland","Switzerland","SR",40.298,8,"m","Olympic Games","TeamFinal",2020-08-01
"Switzerland","Switzerland","VT",41.999,7,"m","Olympic Games","TeamFinal",2020-08-01
"Switzerland","Switzerland","PB",44.066,5,"m","Olympic Games","TeamFinal",2020-08-01
"Switzerland","Switzerland","UB",41.399,6,"m","Olympic Games","TeamFinal",2020-08-01
"Switzerland","Switzerland","AA",250.927,26,"m","Olympic Games","TeamFinal",2020-08-01
"Christian Baumann","Switzerland","SR",13.166,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Christian Baumann","Switzerland","PB",14.6,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Christian Baumann","Switzerland","UB",13.966,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Pablo Brägger","Switzerland","FX",14.233,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Pablo Brägger","Switzerland","PH",13.4,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Pablo Brägger","Switzerland","SR",13.466,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Pablo Brägger","Switzerland","VT",13.833,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Pablo Brägger","Switzerland","PB",14.833,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Pablo Brägger","Switzerland","UB",13.933,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Benjamin Gischard","Switzerland","FX",14,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Benjamin Gischard","Switzerland","PH",13.866,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Benjamin Gischard","Switzerland","VT",14,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Eddy Yusof","Switzerland","FX",13.833,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Eddy Yusof","Switzerland","PH",13.833,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Eddy Yusof","Switzerland","SR",13.666,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Eddy Yusof","Switzerland","VT",14.166,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Eddy Yusof","Switzerland","PB",14.633,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Eddy Yusof","Switzerland","UB",13.5,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Ukraine","Ukraine","FX",41.232,6,"m","Olympic Games","TeamFinal",2020-08-01
"Ukraine","Ukraine","PH",39.999,7,"m","Olympic Games","TeamFinal",2020-08-01
"Ukraine","Ukraine","SR",40.866,6,"m","Olympic Games","TeamFinal",2020-08-01
"Ukraine","Ukraine","VT",41.499,8,"m","Olympic Games","TeamFinal",2020-08-01
"Ukraine","Ukraine","PB",42.233,8,"m","Olympic Games","TeamFinal",2020-08-01
"Ukraine","Ukraine","UB",40.565,7,"m","Olympic Games","TeamFinal",2020-08-01
"Ukraine","Ukraine","AA",246.394,31,"m","Olympic Games","TeamFinal",2020-08-01
"Illia Kovtun","Ukraine","FX",13.8,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Illia Kovtun","Ukraine","PH",14.2,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Illia Kovtun","Ukraine","PB",13.233,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Illia Kovtun","Ukraine","UB",14.433,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Petro Pakhniuk","Ukraine","FX",13.466,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Petro Pakhniuk","Ukraine","PH",12.266,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Petro Pakhniuk","Ukraine","SR",12.533,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Petro Pakhniuk","Ukraine","VT",13.233,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Petro Pakhniuk","Ukraine","PB",15.2,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Petro Pakhniuk","Ukraine","UB",13.466,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Igor Radivilov","Ukraine","SR",14.633,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Igor Radivilov","Ukraine","VT",14.6,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Yevgen Yudenkov","Ukraine","FX",13.966,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Yevgen Yudenkov","Ukraine","PH",13.533,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Yevgen Yudenkov","Ukraine","SR",13.7,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Yevgen Yudenkov","Ukraine","VT",13.666,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Yevgen Yudenkov","Ukraine","PB",13.8,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Yevgen Yudenkov","Ukraine","UB",12.666,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Germany","Germany","FX",34.832,8,"m","Olympic Games","TeamFinal",2020-08-01
"Germany","Germany","PH",39.2,8,"m","Olympic Games","TeamFinal",2020-08-01
"Germany","Germany","SR",40.333,7,"m","Olympic Games","TeamFinal",2020-08-01
"Germany","Germany","VT",42.366,6,"m","Olympic Games","TeamFinal",2020-08-01
"Germany","Germany","PB",42.765,7,"m","Olympic Games","TeamFinal",2020-08-01
"Germany","Germany","UB",38.999,8,"m","Olympic Games","TeamFinal",2020-08-01
"Germany","Germany","AA",238.495,36,"m","Olympic Games","TeamFinal",2020-08-01
"Lukas Dauser","Germany","FX",11.5,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Lukas Dauser","Germany","PH",12.1,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Lukas Dauser","Germany","VT",13.7,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Lukas Dauser","Germany","PB",15.466,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Lukas Dauser","Germany","UB",13.6,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Nils Dunkel","Germany","PH",13.7,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Nils Dunkel","Germany","SR",13.6,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Nils Dunkel","Germany","PB",12.733,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Nils Dunkel","Germany","UB",13.033,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Philipp Herder","Germany","FX",11.866,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Philipp Herder","Germany","SR",13.2,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Philipp Herder","Germany","VT",14.333,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Philipp Herder","Germany","PB",14.566,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Andreas Toba","Germany","FX",11.466,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Andreas Toba","Germany","PH",13.4,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Andreas Toba","Germany","SR",13.533,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Andreas Toba","Germany","VT",14.333,NA,"m","Olympic Games","TeamFinal",2020-08-01
"Andreas Toba","Germany","UB",12.366,NA,"m","Olympic Games","TeamFinal",2020-08-01
"ROC","ROC","VT",43.799,1,"w","Olympic Games","TeamFinal",2020-08-01
"ROC","ROC","UB",44.699,1,"w","Olympic Games","TeamFinal",2020-08-01
"ROC","ROC","BB",39.532,4,"w","Olympic Games","TeamFinal",2020-08-01
"ROC","ROC","FX",41.498,1,"w","Olympic Games","TeamFinal",2020-08-01
"ROC","ROC","AA",169.528,1,"w","Olympic Games","TeamFinal",2020-08-01
"Lilia Akhaimova","ROC","VT",14.733,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Viktoria Listunova","ROC","UB",14.9,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Viktoria Listunova","ROC","BB",14.333,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Viktoria Listunova","ROC","FX",14.166,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Angelina Melnikova","ROC","VT",14.6,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Angelina Melnikova","ROC","UB",14.933,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Angelina Melnikova","ROC","BB",12.566,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Angelina Melnikova","ROC","FX",13.966,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Vladislava Urazova","ROC","VT",14.466,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Vladislava Urazova","ROC","UB",14.866,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Vladislava Urazova","ROC","BB",12.633,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Vladislava Urazova","ROC","FX",13.366,NA,"w","Olympic Games","TeamFinal",2020-08-01
"United States","United States","VT",42.732,4,"w","Olympic Games","TeamFinal",2020-08-01
"United States","United States","UB",43.266,2,"w","Olympic Games","TeamFinal",2020-08-01
"United States","United States","BB",41.232,2,"w","Olympic Games","TeamFinal",2020-08-01
"United States","United States","FX",38.866,8,"w","Olympic Games","TeamFinal",2020-08-01
"United States","United States","AA",166.096,6,"w","Olympic Games","TeamFinal",2020-08-01
"Simone Biles","United States","VT",13.766,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jordan Chiles","United States","VT",14.666,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jordan Chiles","United States","UB",14.166,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jordan Chiles","United States","BB",13.433,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jordan Chiles","United States","FX",11.7,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Sunisa Lee","United States","UB",15.4,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Sunisa Lee","United States","BB",14.133,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Sunisa Lee","United States","FX",13.666,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Grace McCallum","United States","VT",14.3,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Grace McCallum","United States","UB",13.7,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Grace McCallum","United States","BB",13.666,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Grace McCallum","United States","FX",13.5,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Great Britain","United States","VT",43.132,3,"w","Olympic Games","TeamFinal",2020-08-01
"Great Britain","United States","UB",41.765,3,"w","Olympic Games","TeamFinal",2020-08-01
"Great Britain","United States","BB",38.866,6,"w","Olympic Games","TeamFinal",2020-08-01
"Great Britain","United States","FX",40.333,3,"w","Olympic Games","TeamFinal",2020-08-01
"Great Britain","United States","AA",164.096,11,"w","Olympic Games","TeamFinal",2020-08-01
"Jennifer Gadirova","United States","VT",14.433,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jennifer Gadirova","United States","BB",13.3,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jennifer Gadirova","United States","FX",13.7,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jessica Gadirova","United States","VT",14.433,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jessica Gadirova","United States","UB",13.566,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jessica Gadirova","United States","FX",13.833,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Alice Kinsella","United States","VT",14.266,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Alice Kinsella","United States","UB",14.166,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Alice Kinsella","United States","BB",13.333,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Alice Kinsella","United States","FX",12.8,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Amelie Morgan","United States","UB",14.033,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Amelie Morgan","United States","BB",12.233,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Italy","Italy","VT",42.665,5,"w","Olympic Games","TeamFinal",2020-08-01
"Italy","Italy","UB",41.499,5,"w","Olympic Games","TeamFinal",2020-08-01
"Italy","Italy","BB",39.108,5,"w","Olympic Games","TeamFinal",2020-08-01
"Italy","Italy","FX",40.366,2,"w","Olympic Games","TeamFinal",2020-08-01
"Italy","Italy","AA",163.638,16,"w","Olympic Games","TeamFinal",2020-08-01
"Alice D'Amato","Italy","VT",14.166,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Alice D'Amato","Italy","UB",14.166,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Alice D'Amato","Italy","BB",13.133,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Alice D'Amato","Italy","FX",13.1,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Asia D'Amato","Italy","VT",14.266,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Asia D'Amato","Italy","UB",13.9,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Asia D'Amato","Italy","BB",12.9,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Asia D'Amato","Italy","FX",13.166,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Vanessa Ferrari","Italy","VT",14.233,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Vanessa Ferrari","Italy","FX",14.1,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Martina Maggio","Italy","UB",13.433,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Martina Maggio","Italy","BB",13.075,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Japan","Japan","VT",42.349,6,"w","Olympic Games","TeamFinal",2020-08-01
"Japan","Japan","UB",40.133,8,"w","Olympic Games","TeamFinal",2020-08-01
"Japan","Japan","BB",40.732,3,"w","Olympic Games","TeamFinal",2020-08-01
"Japan","Japan","FX",40.066,4,"w","Olympic Games","TeamFinal",2020-08-01
"Japan","Japan","AA",163.28,21,"w","Olympic Games","TeamFinal",2020-08-01
"Hitomi Hatakeda","Japan","UB",14.1,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Hitomi Hatakeda","Japan","BB",13.333,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Hitomi Hatakeda","Japan","FX",12.8,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Yuna Hiraiwa","Japan","VT",13.9,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Yuna Hiraiwa","Japan","BB",13.566,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Mai Murakami","Japan","VT",14.266,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Mai Murakami","Japan","UB",12.7,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Mai Murakami","Japan","BB",13.833,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Mai Murakami","Japan","FX",14.066,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Aiko Sugihara","Japan","VT",14.183,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Aiko Sugihara","Japan","UB",13.333,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Aiko Sugihara","Japan","FX",13.2,NA,"w","Olympic Games","TeamFinal",2020-08-01
"France","France","VT",43.6,2,"w","Olympic Games","TeamFinal",2020-08-01
"France","France","UB",41.399,6,"w","Olympic Games","TeamFinal",2020-08-01
"France","France","BB",38.465,7,"w","Olympic Games","TeamFinal",2020-08-01
"France","France","FX",39.8,5,"w","Olympic Games","TeamFinal",2020-08-01
"France","France","AA",163.264,26,"w","Olympic Games","TeamFinal",2020-08-01
"Marine Boyer","France","BB",12.066,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Marine Boyer","France","FX",13,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Mélanie de Jesus dos Santos","France","VT",14.5,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Mélanie de Jesus dos Santos","France","UB",14.2,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Mélanie de Jesus dos Santos","France","BB",13.566,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Mélanie de Jesus dos Santos","France","FX",13.7,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Aline Friess","France","VT",14.9,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Aline Friess","France","UB",13.733,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Carolann Héduit","France","VT",14.2,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Carolann Héduit","France","UB",13.466,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Carolann Héduit","France","BB",12.833,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Carolann Héduit","France","FX",13.1,NA,"w","Olympic Games","TeamFinal",2020-08-01
"China","China","VT",39.366,8,"w","Olympic Games","TeamFinal",2020-08-01
"China","China","UB",41.066,7,"w","Olympic Games","TeamFinal",2020-08-01
"China","China","BB",41.599,1,"w","Olympic Games","TeamFinal",2020-08-01
"China","China","FX",39.165,7,"w","Olympic Games","TeamFinal",2020-08-01
"China","China","AA",161.196,31,"w","Olympic Games","TeamFinal",2020-08-01
"Lu Yufei","China","UB",13.333,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Lu Yufei","China","BB",13.966,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Lu Yufei","China","FX",13.166,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Ou Yushan","China","VT",12.7,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Ou Yushan","China","UB",13.233,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Tang Xijing","China","VT",12.6,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Tang Xijing","China","UB",14.5,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Tang Xijing","China","BB",13.733,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Tang Xijing","China","FX",12.866,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Zhang Jin","China","VT",14.066,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Zhang Jin","China","BB",13.9,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Zhang Jin","China","FX",13.133,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Belgium","Belgium","VT",41.732,7,"w","Olympic Games","TeamFinal",2020-08-01
"Belgium","Belgium","UB",41.632,4,"w","Olympic Games","TeamFinal",2020-08-01
"Belgium","Belgium","BB",36.999,8,"w","Olympic Games","TeamFinal",2020-08-01
"Belgium","Belgium","FX",39.332,6,"w","Olympic Games","TeamFinal",2020-08-01
"Belgium","Belgium","AA",159.965,36,"w","Olympic Games","TeamFinal",2020-08-01
"Maellyse Brassart","Belgium","VT",14.033,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Maellyse Brassart","Belgium","BB",10.933,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Nina Derwael","Belgium","UB",15.4,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Nina Derwael","Belgium","BB",13.866,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Nina Derwael","Belgium","FX",13.366,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Lisa Vaelen","Belgium","VT",14.233,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Lisa Vaelen","Belgium","UB",13.766,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Lisa Vaelen","Belgium","FX",12.9,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jutta Verkest","Belgium","VT",13.466,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jutta Verkest","Belgium","UB",12.466,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jutta Verkest","Belgium","BB",12.2,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Jutta Verkest","Belgium","FX",13.066,NA,"w","Olympic Games","TeamFinal",2020-08-01
"Yang Wei","China","FX",15.4,15,"m","Olympic Games","TeamQual",2008-08-01
"Yang Wei","China","PH",15.425,4,"m","Olympic Games","TeamQual",2008-08-01
"Yang Wei","China","SR",16.225,4,"m","Olympic Games","TeamQual",2008-08-01
"Yang Wei","China","VT",16.55,NA,"m","Olympic Games","TeamQual",2008-08-01
"Yang Wei","China","PB",15.35,34,"m","Olympic Games","TeamQual",2008-08-01
"Yang Wei","China","UB",14.925,24,"m","Olympic Games","TeamQual",2008-08-01
"Yang Wei","China","AA",93.875,1,"m","Olympic Games","TeamQual",2008-08-01
"Chen Yibing","China","FX",14.725,42,"m","Olympic Games","TeamQual",2008-08-01
"Chen Yibing","China","PH",14.475,27,"m","Olympic Games","TeamQual",2008-08-01
"Chen Yibing","China","SR",16.525,1,"m","Olympic Games","TeamQual",2008-08-01
"Chen Yibing","China","VT",16.275,NA,"m","Olympic Games","TeamQual",2008-08-01
"Chen Yibing","China","PB",15.075,46,"m","Olympic Games","TeamQual",2008-08-01
"Chen Yibing","China","UB",14.525,43,"m","Olympic Games","TeamQual",2008-08-01
"Chen Yibing","China","AA",91.6,9,"m","Olympic Games","TeamQual",2008-08-01
"Li Xiaopeng","China","FX",15.1,28,"m","Olympic Games","TeamQual",2008-08-01
"Li Xiaopeng","China","SR",14.8,42,"m","Olympic Games","TeamQual",2008-08-01
"Li Xiaopeng","China","VT",16.775,NA,"m","Olympic Games","TeamQual",2008-08-01
"Li Xiaopeng","China","PB",16.425,1,"m","Olympic Games","TeamQual",2008-08-01
"Li Xiaopeng","China","UB",15.4,10,"m","Olympic Games","TeamQual",2008-08-01
"Li Xiaopeng","China","AA",78.5,45,"m","Olympic Games","TeamQual",2008-08-01
"Xiao Qin","China","FX",14.375,56,"m","Olympic Games","TeamQual",2008-08-01
"Xiao Qin","China","PH",16,1,"m","Olympic Games","TeamQual",2008-08-01
"Xiao Qin","China","VT",15.725,NA,"m","Olympic Games","TeamQual",2008-08-01
"Xiao Qin","China","PB",15.45,28,"m","Olympic Games","TeamQual",2008-08-01
"Xiao Qin","China","UB",15.15,18,"m","Olympic Games","TeamQual",2008-08-01
"Xiao Qin","China","AA",76.7,46,"m","Olympic Games","TeamQual",2008-08-01
"Zou Kai","China","FX",15.7,6,"m","Olympic Games","TeamQual",2008-08-01
"Zou Kai","China","VT",15.7,NA,"m","Olympic Games","TeamQual",2008-08-01
"Zou Kai","China","UB",15.6,5,"m","Olympic Games","TeamQual",2008-08-01
"Zou Kai","China","AA",47,72,"m","Olympic Games","TeamQual",2008-08-01
"Huang Xu","China","PH",15.3,9,"m","Olympic Games","TeamQual",2008-08-01
"Huang Xu","China","SR",15.3,18,"m","Olympic Games","TeamQual",2008-08-01
"Huang Xu","China","PB",16.075,7,"m","Olympic Games","TeamQual",2008-08-01
"Huang Xu","China","AA",46.675,73,"m","Olympic Games","TeamQual",2008-08-01
"Kōhei Uchimura","Japan","FX",15.725,5,"m","Olympic Games","TeamQual",2008-08-01
"Kōhei Uchimura","Japan","PH",14.1,42,"m","Olympic Games","TeamQual",2008-08-01
"Kōhei Uchimura","Japan","SR",14.675,43,"m","Olympic Games","TeamQual",2008-08-01
"Kōhei Uchimura","Japan","VT",16.2,NA,"m","Olympic Games","TeamQual",2008-08-01
"Kōhei Uchimura","Japan","PB",16.025,10,"m","Olympic Games","TeamQual",2008-08-01
"Kōhei Uchimura","Japan","UB",15.325,15,"m","Olympic Games","TeamQual",2008-08-01
"Kōhei Uchimura","Japan","AA",92.05,4,"m","Olympic Games","TeamQual",2008-08-01
"Koki Sakamoto","Japan","FX",14.95,NA,"m","Olympic Games","TeamQual",2008-08-01
"Koki Sakamoto","Japan","PH",14.925,14,"m","Olympic Games","TeamQual",2008-08-01
"Koki Sakamoto","Japan","SR",15.525,13,"m","Olympic Games","TeamQual",2008-08-01
"Koki Sakamoto","Japan","VT",16.2,NA,"m","Olympic Games","TeamQual",2008-08-01
"Koki Sakamoto","Japan","PB",15.625,18,"m","Olympic Games","TeamQual",2008-08-01
"Koki Sakamoto","Japan","UB",14.725,33,"m","Olympic Games","TeamQual",2008-08-01
"Koki Sakamoto","Japan","AA",91.95,5,"m","Olympic Games","TeamQual",2008-08-01
"Hiroyuki Tomita","Japan","FX",15.175,NA,"m","Olympic Games","TeamQual",2008-08-01
"Hiroyuki Tomita","Japan","PH",15.175,7,"m","Olympic Games","TeamQual",2008-08-01
"Hiroyuki Tomita","Japan","SR",15.025,32,"m","Olympic Games","TeamQual",2008-08-01
"Hiroyuki Tomita","Japan","VT",15.2,NA,"m","Olympic Games","TeamQual",2008-08-01
"Hiroyuki Tomita","Japan","PB",15.775,15,"m","Olympic Games","TeamQual",2008-08-01
"Hiroyuki Tomita","Japan","UB",15.55,7,"m","Olympic Games","TeamQual",2008-08-01
"Hiroyuki Tomita","Japan","AA",91.9,6,"m","Olympic Games","TeamQual",2008-08-01
"Takuya Nakase","Japan","FX",15.5,12,"m","Olympic Games","TeamQual",2008-08-01
"Takuya Nakase","Japan","PH",14.075,43,"m","Olympic Games","TeamQual",2008-08-01
"Takuya Nakase","Japan","SR",15.275,20,"m","Olympic Games","TeamQual",2008-08-01
"Takuya Nakase","Japan","PB",15.725,16,"m","Olympic Games","TeamQual",2008-08-01
"Takuya Nakase","Japan","UB",15.45,8,"m","Olympic Games","TeamQual",2008-08-01
"Takuya Nakase","Japan","AA",76.025,48,"m","Olympic Games","TeamQual",2008-08-01
"Takehiro Kashima","Japan","PH",14.425,33,"m","Olympic Games","TeamQual",2008-08-01
"Takehiro Kashima","Japan","VT",15.975,NA,"m","Olympic Games","TeamQual",2008-08-01
"Takehiro Kashima","Japan","PB",15.55,21,"m","Olympic Games","TeamQual",2008-08-01
"Takehiro Kashima","Japan","UB",15.15,17,"m","Olympic Games","TeamQual",2008-08-01
"Takehiro Kashima","Japan","AA",61.1,61,"m","Olympic Games","TeamQual",2008-08-01
"Makoto Okiguchi","Japan","FX",15.275,19,"m","Olympic Games","TeamQual",2008-08-01
"Makoto Okiguchi","Japan","VT",15.75,NA,"m","Olympic Games","TeamQual",2008-08-01
"Makoto Okiguchi","Japan","AA",31.025,86,"m","Olympic Games","TeamQual",2008-08-01
"Sergei Khorokhordin","Russia","FX",14.975,NA,"m","Olympic Games","TeamQual",2008-08-01
"Sergei Khorokhordin","Russia","PH",14.8,18,"m","Olympic Games","TeamQual",2008-08-01
"Sergei Khorokhordin","Russia","SR",15.075,31,"m","Olympic Games","TeamQual",2008-08-01
"Sergei Khorokhordin","Russia","VT",15.725,NA,"m","Olympic Games","TeamQual",2008-08-01
"Sergei Khorokhordin","Russia","PB",15.875,13,"m","Olympic Games","TeamQual",2008-08-01
"Sergei Khorokhordin","Russia","UB",15.35,13,"m","Olympic Games","TeamQual",2008-08-01
"Sergei Khorokhordin","Russia","AA",91.8,7,"m","Olympic Games","TeamQual",2008-08-01
"Maksim Deviatovski","Russia","FX",15.3,18,"m","Olympic Games","TeamQual",2008-08-01
"Maksim Deviatovski","Russia","PH",13.3,63,"m","Olympic Games","TeamQual",2008-08-01
"Maksim Deviatovski","Russia","SR",15.375,15,"m","Olympic Games","TeamQual",2008-08-01
"Maksim Deviatovski","Russia","VT",15.825,NA,"m","Olympic Games","TeamQual",2008-08-01
"Maksim Deviatovski","Russia","PB",15.425,29,"m","Olympic Games","TeamQual",2008-08-01
"Maksim Deviatovski","Russia","UB",15.125,19,"m","Olympic Games","TeamQual",2008-08-01
"Maksim Deviatovski","Russia","AA",90.35,14,"m","Olympic Games","TeamQual",2008-08-01
"Yuri Ryazanov","Russia","FX",14.6,NA,"m","Olympic Games","TeamQual",2008-08-01
"Yuri Ryazanov","Russia","PH",14.45,31,"m","Olympic Games","TeamQual",2008-08-01
