"Name","Country","Apparatus","Score","Rank","Gender","Competition","Round","Date"
"Yuri Ryazanov","Russia","SR",15.1,29,"m","Olympic Games","TeamQual",2008-08-01
"Yuri Ryazanov","Russia","VT",15.55,NA,"m","Olympic Games","TeamQual",2008-08-01
"Yuri Ryazanov","Russia","PB",15.625,20,"m","Olympic Games","TeamQual",2008-08-01
"Yuri Ryazanov","Russia","UB",14.8,28,"m","Olympic Games","TeamQual",2008-08-01
"Yuri Ryazanov","Russia","AA",90.125,17,"m","Olympic Games","TeamQual",2008-08-01
"Anton Golotsutskov","Russia","FX",15.6,7,"m","Olympic Games","TeamQual",2008-08-01
"Anton Golotsutskov","Russia","PH",12.325,76,"m","Olympic Games","TeamQual",2008-08-01
"Anton Golotsutskov","Russia","SR",15.075,31,"m","Olympic Games","TeamQual",2008-08-01
"Anton Golotsutskov","Russia","VT",NA,6,"m","Olympic Games","TeamQual",2008-08-01
"Anton Golotsutskov","Russia","UB",14.3,51,"m","Olympic Games","TeamQual",2008-08-01
"Anton Golotsutskov","Russia","AA",73.85,57,"m","Olympic Games","TeamQual",2008-08-01
"Nikolai Kryukov","Russia","PH",14.85,17,"m","Olympic Games","TeamQual",2008-08-01
"Nikolai Kryukov","Russia","VT",16.2,NA,"m","Olympic Games","TeamQual",2008-08-01
"Nikolai Kryukov","Russia","PB",16.175,2,"m","Olympic Games","TeamQual",2008-08-01
"Nikolai Kryukov","Russia","UB",15.05,20,"m","Olympic Games","TeamQual",2008-08-01
"Nikolai Kryukov","Russia","AA",62.275,60,"m","Olympic Games","TeamQual",2008-08-01
"Konstantin Pluzhnikov","Russia","FX",14.45,NA,"m","Olympic Games","TeamQual",2008-08-01
"Konstantin Pluzhnikov","Russia","SR",14.275,53,"m","Olympic Games","TeamQual",2008-08-01
"Konstantin Pluzhnikov","Russia","PB",14.95,49,"m","Olympic Games","TeamQual",2008-08-01
"Konstantin Pluzhnikov","Russia","AA",43.675,79,"m","Olympic Games","TeamQual",2008-08-01
"Kim Dae-eun","South Korea","FX",15.5,13,"m","Olympic Games","TeamQual",2008-08-01
"Kim Dae-eun","South Korea","PH",14.725,21,"m","Olympic Games","TeamQual",2008-08-01
"Kim Dae-eun","South Korea","SR",15.45,14,"m","Olympic Games","TeamQual",2008-08-01
"Kim Dae-eun","South Korea","VT",16.05,NA,"m","Olympic Games","TeamQual",2008-08-01
"Kim Dae-eun","South Korea","PB",16.05,8,"m","Olympic Games","TeamQual",2008-08-01
"Kim Dae-eun","South Korea","UB",14.625,37,"m","Olympic Games","TeamQual",2008-08-01
"Kim Dae-eun","South Korea","AA",92.4,3,"m","Olympic Games","TeamQual",2008-08-01
"Kim Soo-myun","South Korea","FX",15.575,9,"m","Olympic Games","TeamQual",2008-08-01
"Kim Soo-myun","South Korea","PH",13.8,54,"m","Olympic Games","TeamQual",2008-08-01
"Kim Soo-myun","South Korea","SR",14.175,56,"m","Olympic Games","TeamQual",2008-08-01
"Kim Soo-myun","South Korea","VT",16.025,NA,"m","Olympic Games","TeamQual",2008-08-01
"Kim Soo-myun","South Korea","PB",15.35,33,"m","Olympic Games","TeamQual",2008-08-01
"Kim Soo-myun","South Korea","UB",14.975,22,"m","Olympic Games","TeamQual",2008-08-01
"Kim Soo-myun","South Korea","AA",89.9,18,"m","Olympic Games","TeamQual",2008-08-01
"Yang Tae-young","South Korea","FX",13.85,NA,"m","Olympic Games","TeamQual",2008-08-01
"Yang Tae-young","South Korea","PH",15,13,"m","Olympic Games","TeamQual",2008-08-01
"Yang Tae-young","South Korea","SR",14.875,38,"m","Olympic Games","TeamQual",2008-08-01
"Yang Tae-young","South Korea","VT",NA,14,"m","Olympic Games","TeamQual",2008-08-01
"Yang Tae-young","South Korea","PB",16.1,6,"m","Olympic Games","TeamQual",2008-08-01
"Yang Tae-young","South Korea","UB",13.475,68,"m","Olympic Games","TeamQual",2008-08-01
"Yang Tae-young","South Korea","AA",89.3,22,"m","Olympic Games","TeamQual",2008-08-01
"Kim Seung-il","South Korea","FX",14.975,NA,"m","Olympic Games","TeamQual",2008-08-01
"Kim Seung-il","South Korea","PH",14.55,24,"m","Olympic Games","TeamQual",2008-08-01
"Kim Seung-il","South Korea","SR",14.325,49,"m","Olympic Games","TeamQual",2008-08-01
"Kim Seung-il","South Korea","VT",15.65,NA,"m","Olympic Games","TeamQual",2008-08-01
"Kim Seung-il","South Korea","PB",15.325,35,"m","Olympic Games","TeamQual",2008-08-01
"Kim Seung-il","South Korea","UB",12.175,76,"m","Olympic Games","TeamQual",2008-08-01
"Kim Seung-il","South Korea","AA",87,34,"m","Olympic Games","TeamQual",2008-08-01
"Kim Ji-hoon","South Korea","FX",14.975,NA,"m","Olympic Games","TeamQual",2008-08-01
"Kim Ji-hoon","South Korea","PH",15.175,8,"m","Olympic Games","TeamQual",2008-08-01
"Kim Ji-hoon","South Korea","VT",15.65,NA,"m","Olympic Games","TeamQual",2008-08-01
"Kim Ji-hoon","South Korea","UB",14.525,44,"m","Olympic Games","TeamQual",2008-08-01
"Kim Ji-hoon","South Korea","AA",60.325,62,"m","Olympic Games","TeamQual",2008-08-01
"Yoo Won-chul","South Korea","SR",15.575,11,"m","Olympic Games","TeamQual",2008-08-01
"Yoo Won-chul","South Korea","PB",16.15,4,"m","Olympic Games","TeamQual",2008-08-01
"Yoo Won-chul","South Korea","AA",31.725,85,"m","Olympic Games","TeamQual",2008-08-01
"Fabian Hambüchen","Germany","FX",15.8,4,"m","Olympic Games","TeamQual",2008-08-01
"Fabian Hambüchen","Germany","PH",13.1,67,"m","Olympic Games","TeamQual",2008-08-01
"Fabian Hambüchen","Germany","SR",14.975,33,"m","Olympic Games","TeamQual",2008-08-01
"Fabian Hambüchen","Germany","VT",NA,10,"m","Olympic Games","TeamQual",2008-08-01
"Fabian Hambüchen","Germany","PB",16.05,9,"m","Olympic Games","TeamQual",2008-08-01
"Fabian Hambüchen","Germany","UB",16.2,1,"m","Olympic Games","TeamQual",2008-08-01
"Fabian Hambüchen","Germany","AA",92.425,2,"m","Olympic Games","TeamQual",2008-08-01
"Philipp Boy","Germany","FX",14.45,NA,"m","Olympic Games","TeamQual",2008-08-01
"Philipp Boy","Germany","PH",14.675,23,"m","Olympic Games","TeamQual",2008-08-01
"Philipp Boy","Germany","SR",14.65,44,"m","Olympic Games","TeamQual",2008-08-01
"Philipp Boy","Germany","VT",16.2,NA,"m","Olympic Games","TeamQual",2008-08-01
"Philipp Boy","Germany","PB",15.125,44,"m","Olympic Games","TeamQual",2008-08-01
"Philipp Boy","Germany","UB",14.375,50,"m","Olympic Games","TeamQual",2008-08-01
"Philipp Boy","Germany","AA",89.475,21,"m","Olympic Games","TeamQual",2008-08-01
"Marcel Nguyen","Germany","FX",15.425,14,"m","Olympic Games","TeamQual",2008-08-01
"Marcel Nguyen","Germany","SR",14.85,39,"m","Olympic Games","TeamQual",2008-08-01
"Marcel Nguyen","Germany","VT",16.225,NA,"m","Olympic Games","TeamQual",2008-08-01
"Marcel Nguyen","Germany","PB",14.875,52,"m","Olympic Games","TeamQual",2008-08-01
"Marcel Nguyen","Germany","UB",14.45,46,"m","Olympic Games","TeamQual",2008-08-01
"Marcel Nguyen","Germany","AA",75.825,49,"m","Olympic Games","TeamQual",2008-08-01
"Evgenij Spiridonov","Germany","FX",15.025,NA,"m","Olympic Games","TeamQual",2008-08-01
"Evgenij Spiridonov","Germany","PH",14.475,29,"m","Olympic Games","TeamQual",2008-08-01
"Evgenij Spiridonov","Germany","VT",15.65,NA,"m","Olympic Games","TeamQual",2008-08-01
"Evgenij Spiridonov","Germany","PB",15.45,25,"m","Olympic Games","TeamQual",2008-08-01
"Evgenij Spiridonov","Germany","UB",14.4,48,"m","Olympic Games","TeamQual",2008-08-01
"Evgenij Spiridonov","Germany","AA",75,53,"m","Olympic Games","TeamQual",2008-08-01
"Robert Juckel","Germany","FX",14.85,NA,"m","Olympic Games","TeamQual",2008-08-01
"Robert Juckel","Germany","PH",14.85,16,"m","Olympic Games","TeamQual",2008-08-01
"Robert Juckel","Germany","SR",14.425,46,"m","Olympic Games","TeamQual",2008-08-01
"Robert Juckel","Germany","VT",15.05,NA,"m","Olympic Games","TeamQual",2008-08-01
"Robert Juckel","Germany","UB",14.75,31,"m","Olympic Games","TeamQual",2008-08-01
"Robert Juckel","Germany","AA",73.925,56,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Andergassen","Germany","PH",14.9,15,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Andergassen","Germany","SR",15.525,12,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Andergassen","Germany","PB",14.675,57,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Andergassen","Germany","AA",45.1,75,"m","Olympic Games","TeamQual",2008-08-01
"Jonathan Horton","United States","FX",15.35,17,"m","Olympic Games","TeamQual",2008-08-01
"Jonathan Horton","United States","PH",13.925,48,"m","Olympic Games","TeamQual",2008-08-01
"Jonathan Horton","United States","SR",15.325,17,"m","Olympic Games","TeamQual",2008-08-01
"Jonathan Horton","United States","VT",15.95,NA,"m","Olympic Games","TeamQual",2008-08-01
"Jonathan Horton","United States","PB",15.525,22,"m","Olympic Games","TeamQual",2008-08-01
"Jonathan Horton","United States","UB",15.575,6,"m","Olympic Games","TeamQual",2008-08-01
"Jonathan Horton","United States","AA",91.65,8,"m","Olympic Games","TeamQual",2008-08-01
"Alexander Artemev","United States","FX",14.875,NA,"m","Olympic Games","TeamQual",2008-08-01
"Alexander Artemev","United States","PH",15.25,6,"m","Olympic Games","TeamQual",2008-08-01
"Alexander Artemev","United States","SR",13.675,68,"m","Olympic Games","TeamQual",2008-08-01
"Alexander Artemev","United States","VT",15.825,NA,"m","Olympic Games","TeamQual",2008-08-01
"Alexander Artemev","United States","PB",15.175,40,"m","Olympic Games","TeamQual",2008-08-01
"Alexander Artemev","United States","UB",14.925,23,"m","Olympic Games","TeamQual",2008-08-01
"Alexander Artemev","United States","AA",89.725,19,"m","Olympic Games","TeamQual",2008-08-01
"Joseph Hagerty","United States","FX",15.275,19,"m","Olympic Games","TeamQual",2008-08-01
"Joseph Hagerty","United States","PH",13.925,49,"m","Olympic Games","TeamQual",2008-08-01
"Joseph Hagerty","United States","VT",15.7,NA,"m","Olympic Games","TeamQual",2008-08-01
"Joseph Hagerty","United States","PB",15.35,32,"m","Olympic Games","TeamQual",2008-08-01
"Joseph Hagerty","United States","UB",15.4,11,"m","Olympic Games","TeamQual",2008-08-01
"Joseph Hagerty","United States","AA",75.65,50,"m","Olympic Games","TeamQual",2008-08-01
"Justin Spring","United States","FX",14.4,NA,"m","Olympic Games","TeamQual",2008-08-01
"Justin Spring","United States","SR",14.175,57,"m","Olympic Games","TeamQual",2008-08-01
"Justin Spring","United States","VT",15.9,NA,"m","Olympic Games","TeamQual",2008-08-01
"Justin Spring","United States","PB",15.8,14,"m","Olympic Games","TeamQual",2008-08-01
"Justin Spring","United States","UB",15.375,12,"m","Olympic Games","TeamQual",2008-08-01
"Justin Spring","United States","AA",75.65,51,"m","Olympic Games","TeamQual",2008-08-01
"Raj Bhavsar","United States","FX",14.175,NA,"m","Olympic Games","TeamQual",2008-08-01
"Raj Bhavsar","United States","PH",14.05,45,"m","Olympic Games","TeamQual",2008-08-01
"Raj Bhavsar","United States","SR",15.325,16,"m","Olympic Games","TeamQual",2008-08-01
"Raj Bhavsar","United States","VT",16.175,NA,"m","Olympic Games","TeamQual",2008-08-01
"Raj Bhavsar","United States","PB",15.625,19,"m","Olympic Games","TeamQual",2008-08-01
"Raj Bhavsar","United States","AA",75.35,52,"m","Olympic Games","TeamQual",2008-08-01
"Kevin Tan","United States","PH",14.1,41,"m","Olympic Games","TeamQual",2008-08-01
"Kevin Tan","United States","SR",15.725,9,"m","Olympic Games","TeamQual",2008-08-01
"Kevin Tan","United States","UB",14.425,47,"m","Olympic Games","TeamQual",2008-08-01
"Kevin Tan","United States","AA",44.25,76,"m","Olympic Games","TeamQual",2008-08-01
"Benoît Caranobe","France","FX",15.125,NA,"m","Olympic Games","TeamQual",2008-08-01
"Benoît Caranobe","France","PH",14.25,37,"m","Olympic Games","TeamQual",2008-08-01
"Benoît Caranobe","France","SR",15.1,28,"m","Olympic Games","TeamQual",2008-08-01
"Benoît Caranobe","France","VT",NA,7,"m","Olympic Games","TeamQual",2008-08-01
"Benoît Caranobe","France","PB",15.275,37,"m","Olympic Games","TeamQual",2008-08-01
"Benoît Caranobe","France","UB",14.675,35,"m","Olympic Games","TeamQual",2008-08-01
"Benoît Caranobe","France","AA",90.925,10,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Bouhail","France","FX",15.125,NA,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Bouhail","France","PH",13.85,50,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Bouhail","France","SR",13.7,66,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Bouhail","France","VT",NA,2,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Bouhail","France","PB",14.675,56,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Bouhail","France","UB",14.575,38,"m","Olympic Games","TeamQual",2008-08-01
"Thomas Bouhail","France","AA",88.55,27,"m","Olympic Games","TeamQual",2008-08-01
"Dimitri Karbanenko","France","FX",14.05,NA,"m","Olympic Games","TeamQual",2008-08-01
"Dimitri Karbanenko","France","PH",13.7,56,"m","Olympic Games","TeamQual",2008-08-01
"Dimitri Karbanenko","France","SR",13.675,67,"m","Olympic Games","TeamQual",2008-08-01
"Dimitri Karbanenko","France","VT",16.125,NA,"m","Olympic Games","TeamQual",2008-08-01
"Dimitri Karbanenko","France","PB",15.5,24,"m","Olympic Games","TeamQual",2008-08-01
"Dimitri Karbanenko","France","UB",15.45,9,"m","Olympic Games","TeamQual",2008-08-01
"Dimitri Karbanenko","France","AA",88.5,28,"m","Olympic Games","TeamQual",2008-08-01
"Hamilton Sabot","France","FX",14.575,NA,"m","Olympic Games","TeamQual",2008-08-01
"Hamilton Sabot","France","PH",14.025,46,"m","Olympic Games","TeamQual",2008-08-01
"Hamilton Sabot","France","SR",14.375,48,"m","Olympic Games","TeamQual",2008-08-01
"Hamilton Sabot","France","VT",15.4,NA,"m","Olympic Games","TeamQual",2008-08-01
"Hamilton Sabot","France","PB",15.4,30,"m","Olympic Games","TeamQual",2008-08-01
"Hamilton Sabot","France","UB",13.975,59,"m","Olympic Games","TeamQual",2008-08-01
"Hamilton Sabot","France","AA",87.75,30,"m","Olympic Games","TeamQual",2008-08-01
"Danny Pinheiro Rodrigues","France","FX",14.2,NA,"m","Olympic Games","TeamQual",2008-08-01
"Danny Pinheiro Rodrigues","France","PH",13.4,61,"m","Olympic Games","TeamQual",2008-08-01
"Danny Pinheiro Rodrigues","France","SR",15.8,7,"m","Olympic Games","TeamQual",2008-08-01
"Danny Pinheiro Rodrigues","France","AA",43.4,80,"m","Olympic Games","TeamQual",2008-08-01
"Yann Cucherat","France","PB",16,12,"m","Olympic Games","TeamQual",2008-08-01
"Yann Cucherat","France","UB",15.85,3,"m","Olympic Games","TeamQual",2008-08-01
"Yann Cucherat","France","AA",31.85,84,"m","Olympic Games","TeamQual",2008-08-01
"Flavius Koczi","Romania","FX",15.125,NA,"m","Olympic Games","TeamQual",2008-08-01
"Flavius Koczi","Romania","PH",14.4,34,"m","Olympic Games","TeamQual",2008-08-01
"Flavius Koczi","Romania","SR",13.95,61,"m","Olympic Games","TeamQual",2008-08-01
"Flavius Koczi","Romania","VT",NA,5,"m","Olympic Games","TeamQual",2008-08-01
"Flavius Koczi","Romania","PB",15.075,47,"m","Olympic Games","TeamQual",2008-08-01
"Flavius Koczi","Romania","UB",15.025,21,"m","Olympic Games","TeamQual",2008-08-01
"Flavius Koczi","Romania","AA",90.175,16,"m","Olympic Games","TeamQual",2008-08-01
"Ilie Daniel Popescu","Romania","FX",14.575,NA,"m","Olympic Games","TeamQual",2008-08-01
"Ilie Daniel Popescu","Romania","PH",14.5,26,"m","Olympic Games","TeamQual",2008-08-01
"Ilie Daniel Popescu","Romania","SR",13.975,59,"m","Olympic Games","TeamQual",2008-08-01
"Ilie Daniel Popescu","Romania","VT",NA,15,"m","Olympic Games","TeamQual",2008-08-01
"Ilie Daniel Popescu","Romania","PB",14.525,62,"m","Olympic Games","TeamQual",2008-08-01
"Ilie Daniel Popescu","Romania","UB",13.325,71,"m","Olympic Games","TeamQual",2008-08-01
"Ilie Daniel Popescu","Romania","AA",87.3,32,"m","Olympic Games","TeamQual",2008-08-01
"Adrian Bucur","Romania","FX",14.725,NA,"m","Olympic Games","TeamQual",2008-08-01
"Adrian Bucur","Romania","PH",12.525,73,"m","Olympic Games","TeamQual",2008-08-01
"Adrian Bucur","Romania","SR",14.95,34,"m","Olympic Games","TeamQual",2008-08-01
"Adrian Bucur","Romania","VT",15.7,NA,"m","Olympic Games","TeamQual",2008-08-01
"Adrian Bucur","Romania","PB",14.825,53,"m","Olympic Games","TeamQual",2008-08-01
"Adrian Bucur","Romania","UB",13.75,63,"m","Olympic Games","TeamQual",2008-08-01
"Adrian Bucur","Romania","AA",86.475,36,"m","Olympic Games","TeamQual",2008-08-01
"Răzvan Șelariu","Romania","FX",15.4,15,"m","Olympic Games","TeamQual",2008-08-01
"Răzvan Șelariu","Romania","PH",14.075,44,"m","Olympic Games","TeamQual",2008-08-01
"Răzvan Șelariu","Romania","SR",15.175,25,"m","Olympic Games","TeamQual",2008-08-01
"Răzvan Șelariu","Romania","VT",12.9,NA,"m","Olympic Games","TeamQual",2008-08-01
"Răzvan Șelariu","Romania","PB",14.95,48,"m","Olympic Games","TeamQual",2008-08-01
"Răzvan Șelariu","Romania","UB",13.475,70,"m","Olympic Games","TeamQual",2008-08-01
"Răzvan Șelariu","Romania","AA",85.975,38,"m","Olympic Games","TeamQual",2008-08-01
"Marian Drăgulescu","Romania","FX",15.925,2,"m","Olympic Games","TeamQual",2008-08-01
"Marian Drăgulescu","Romania","VT",NA,1,"m","Olympic Games","TeamQual",2008-08-01
"Marian Drăgulescu","Romania","UB",14.8,29,"m","Olympic Games","TeamQual",2008-08-01
"Marian Drăgulescu","Romania","AA",47.35,71,"m","Olympic Games","TeamQual",2008-08-01
"Robert Stănescu","Romania","PH",12.925,70,"m","Olympic Games","TeamQual",2008-08-01
"Robert Stănescu","Romania","SR",15.75,8,"m","Olympic Games","TeamQual",2008-08-01
"Robert Stănescu","Romania","PB",15.2,38,"m","Olympic Games","TeamQual",2008-08-01
"Robert Stănescu","Romania","AA",43.875,78,"m","Olympic Games","TeamQual",2008-08-01
"Nathan Gafuik","Canada","FX",15.225,NA,"m","Olympic Games","TeamQual",2008-08-01
"Nathan Gafuik","Canada","PH",13.8,54,"m","Olympic Games","TeamQual",2008-08-01
"Nathan Gafuik","Canada","SR",14.25,54,"m","Olympic Games","TeamQual",2008-08-01
"Nathan Gafuik","Canada","VT",16.175,NA,"m","Olympic Games","TeamQual",2008-08-01
"Nathan Gafuik","Canada","PB",15.45,26,"m","Olympic Games","TeamQual",2008-08-01
"Nathan Gafuik","Canada","UB",14.825,27,"m","Olympic Games","TeamQual",2008-08-01
"Nathan Gafuik","Canada","AA",89.725,20,"m","Olympic Games","TeamQual",2008-08-01
"Adam Wong","Canada","FX",14.9,NA,"m","Olympic Games","TeamQual",2008-08-01
"Adam Wong","Canada","PH",14.375,35,"m","Olympic Games","TeamQual",2008-08-01
"Adam Wong","Canada","SR",14.5,45,"m","Olympic Games","TeamQual",2008-08-01
"Adam Wong","Canada","VT",15.65,NA,"m","Olympic Games","TeamQual",2008-08-01
"Adam Wong","Canada","PB",15.125,43,"m","Olympic Games","TeamQual",2008-08-01
"Adam Wong","Canada","UB",14.575,41,"m","Olympic Games","TeamQual",2008-08-01
"Adam Wong","Canada","AA",89.125,24,"m","Olympic Games","TeamQual",2008-08-01
"David Kikuchi","Canada","PH",14.175,39,"m","Olympic Games","TeamQual",2008-08-01
"David Kikuchi","Canada","SR",15.2,23,"m","Olympic Games","TeamQual",2008-08-01
"David Kikuchi","Canada","VT",15.575,NA,"m","Olympic Games","TeamQual",2008-08-01
"David Kikuchi","Canada","PB",15.15,42,"m","Olympic Games","TeamQual",2008-08-01
"David Kikuchi","Canada","UB",14.2,55,"m","Olympic Games","TeamQual",2008-08-01
"David Kikuchi","Canada","AA",74.3,54,"m","Olympic Games","TeamQual",2008-08-01
"Kyle Shewfelt","Canada","FX",15.525,11,"m","Olympic Games","TeamQual",2008-08-01
"Kyle Shewfelt","Canada","SR",13.925,62,"m","Olympic Games","TeamQual",2008-08-01
"Kyle Shewfelt","Canada","VT",NA,9,"m","Olympic Games","TeamQual",2008-08-01
"Kyle Shewfelt","Canada","UB",14.25,52,"m","Olympic Games","TeamQual",2008-08-01
"Kyle Shewfelt","Canada","AA",60.05,63,"m","Olympic Games","TeamQual",2008-08-01
"Grant Golding","Canada","FX",14.85,NA,"m","Olympic Games","TeamQual",2008-08-01
"Grant Golding","Canada","PH",14.125,40,"m","Olympic Games","TeamQual",2008-08-01
"Grant Golding","Canada","SR",15.275,19,"m","Olympic Games","TeamQual",2008-08-01
"Grant Golding","Canada","PB",15.45,27,"m","Olympic Games","TeamQual",2008-08-01
"Grant Golding","Canada","AA",59.7,65,"m","Olympic Games","TeamQual",2008-08-01
"Brandon O'Neill","Canada","FX",3.45,NA,"m","Olympic Games","TeamQual",2008-08-01
"Brandon O'Neill","Canada","PH",12.475,75,"m","Olympic Games","TeamQual",2008-08-01
"Brandon O'Neill","Canada","VT",15.15,NA,"m","Olympic Games","TeamQual",2008-08-01
"Brandon O'Neill","Canada","PB",14.9,51,"m","Olympic Games","TeamQual",2008-08-01
"Brandon O'Neill","Canada","AA",45.975,74,"m","Olympic Games","TeamQual",2008-08-01
"Dzmitry Savitski","Belarus","FX",14.375,NA,"m","Olympic Games","TeamQual",2008-08-01
"Dzmitry Savitski","Belarus","PH",14.525,25,"m","Olympic Games","TeamQual",2008-08-01
"Dzmitry Savitski","Belarus","SR",15.175,26,"m","Olympic Games","TeamQual",2008-08-01
"Dzmitry Savitski","Belarus","VT",16.3,NA,"m","Olympic Games","TeamQual",2008-08-01
"Dzmitry Savitski","Belarus","PB",15.7,17,"m","Olympic Games","TeamQual",2008-08-01
"Dzmitry Savitski","Belarus","UB",14.575,40,"m","Olympic Games","TeamQual",2008-08-01
"Dzmitry Savitski","Belarus","AA",90.65,12,"m","Olympic Games","TeamQual",2008-08-01
"Denis Savenkov","Belarus","FX",14.525,NA,"m","Olympic Games","TeamQual",2008-08-01
